Taxon,ID Number,Rank,Trophic Mode,Guild,Confidence Ranking,Growth Form,Trait,Notes,Source/Citation
Stigmina liquidambaris,324171,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stigmina mangiferae,306494,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stigmina palmivora,306496,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stigmina platani,200949,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stigmina platani-racemosae,121160,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stigmochora,5262,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stilbum flavidum,174307,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stollia,801704,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stomatogene,5270,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Strasseria,10118,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Strasseria geniculata,265874,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Strasseria oxycocci,569242,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Stratisporella episemoides,324227,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Enterographa,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Strelitziana,501009,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Streptobotrys,10122,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Streptopodium,10123,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Streptotinia,5280,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Striatoidium,561400,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Strigopodia,5284,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Strigula dichosporidii,373314,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Dichosporidium,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Stromaster,5287,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stromatinia,91014,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stromatopogon baldwinii,432053,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Usnea,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Stromatopogon cladoniae,366741,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Stromatopogon geminatum,366739,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Usnea,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Strongwellsea,20554,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stygiomyces galliformis,414241,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pseudocyphellaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Stylina,16336,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stylopage,20555,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Stylopage hadra,266726,Species,Pathotroph,Animal Pathogen,Highly Probable,Microfungus,NULL,Predator of nematodes,Drechsler C. 1936. Mycologia 28:241-246 [Link]
Sugiyamaemyces,25346,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Sydowia polyspora,306575,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Sydowiella depressula,324358,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Symphaeophyma,5316,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Symplectromyces,5319,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Sympodiomycopsis,11274,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Sympodomyces,5322,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Synandromyces,5326,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Synaptomyces,5327,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Syncephalis,20558,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Synchronoblastia,11200,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchronoblastia crypta,134143,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium,20560,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Synchytrium aureum,199580,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium endobioticum,120395,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium fragariae,291300,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium liquidambaris,306638,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium macrosporum,306640,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"James TY, et al. 2006. Nature 443:818-822 [Link]"
Synchytrium phaseoli-radiati,306657,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium umbilicatum,339911,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synchytrium vaccinii,147581,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Synfenestella,829759,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Syngliocladium,10158,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Syspastospora parasitica,111057,Species,Pathotroph,Fungal Parasite-Plant Pathogen,Highly Probable,NULL,NULL,NULL,List compiled by John Plischke III [Link]
Syzygites,20561,Genus,Pathotroph,Fungal Parasite,Highly Probable,NULL,NULL,NULL,List compiled by John Plischke III [Link]
Syzygospora,18627,Genus,Pathotroph,Fungal Parasite-Lichen Parasite,Highly Probable,Tremelloid,NULL,NULL,List compiled by John Plischke III [Link]
Syzygospora bachmannii,415263,Species,Pathotroph,Lichen Parasite,Possible,Tremelloid,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Syzygospora mycetophila,103848,Species,Pathotroph,Fungal Parasite,Highly Probable,Tremelloid,NULL,"Syn. Christiansenia mycetophila, Tremella mycetophila; Parasitizes Gymnopus dryophilus (Ginns 1986)",Ginns J. 1986. Mycologia 78:619-636 [Link]
Syzygospora parmeliicola,415264,Species,Pathotroph,Lichen Parasite,Highly Probable,Tremelloid,NULL,Lichen parasite on Hypotrachyna,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Syzygospora physciacearum,415265,Species,Pathotroph,Lichen Parasite,Possible,Tremelloid,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Taeniolella,10170,Genus,Pathotroph,Lichen Parasite,Probable,Microfungus,NULL,NULL,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella atricerebrina,510791,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Tephromela,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella beschiana,358096,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella breviuscula,306699,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,Facultative lichenicolous,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella caespitosa,466502,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pertusaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella christiansenii,125582,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Stereocaulon,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella cladinicola,283733,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia subgen. Cladina,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella delicata,324405,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on various lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella diederichiana,355970,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Placopsis,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella friesii,445475,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Strigula stigmatella,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella laevistipitata,466503,Species,Pathotroph,Lichen Parasite,Probable,Microfungus,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Taeniolella pertusariicola,125583,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pertusaria and possibly other lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella phaeophysciae,324408,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,"Lichen parasite on Phaeophyscia orbicularis, possibly also on Physcia and Physconia","Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella pseudocyphellariae,536963,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pseudocyphellaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella punctata,324410,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Graphis scripta,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella rolfii,442793,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cetraria and Cetrariella,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella santessonii,583239,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Roccellina cerebriformis,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella serusiauxii,358097,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Dendrographa decolorans and sterile crustose lichens with Trentepohlia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella strictae,366738,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia stricta,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella trapeliopseos,126696,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Trapeliopsis,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolella verrucosa,324411,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Arthonia pruinata,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Taeniolina scripta,112655,Species,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,Facultative lichenicolous on corticolous lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Takamatsuella,561319,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Talaromyces amestolkiae,801358,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces aurantiacus,560642,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces cnidii,804809,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces columbinus,804732,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces diversus,560649,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces funiculosus,560653,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces marneffei,560656,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces pinophilus,560662,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces ruber,801360,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talaromyces rugulosus,560672,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Talbotiomyces,510473,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Talpapellis peltigerae var. peltigerae,544618,Variety,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Peltigera venosa,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Talpapellis peltigerae var. rossica,808323,Variety,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Peltigera spp.,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Talpapellis solorinae,814619,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Solorina crocea,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Tapesia,5350,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Tapesia acuformis,363726,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Tapesia yallundae,134652,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Taphridium,5353,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Taphrina,5354,Genus,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
